Title,URL,Publication Date,Section,publication_date
"As Russia Threatens Europe’s Energy, Ukraine Braces for a Hard Winter",https://www.nytimes.com/2022/08/02/business/ukraine-russia-energy-europe.html,2022-08-02,Business Day,2022-08-02 04:01:15+00:00
Hungary Settles Russia’s Bill With Ukraine to Restore Oil Flows,https://www.nytimes.com/2022/08/10/world/europe/hungary-russia-ukraine-oil-mol.html,2022-08-10,World,2022-08-10 16:42:16+00:00
Ukraine Has Gained Ground. But It Has Much Farther to Go,https://www.nytimes.com/interactive/2023/09/20/world/europe/ukraine-war-counteroffensive-robotyne.html,2023-09-20,World,2023-09-20 09:01:18+00:00
"Standing in the path of war, a small Ukrainian town braces as Russians advance.",https://www.nytimes.com/2022/04/26/world/europe/front-line-town-orikhiv.html,2022-04-26,World,2022-04-26 16:07:16+00:00
Russians Line Up Behind Putin,https://www.nytimes.com/2022/04/01/briefing/russia-ukraine-war-putin.html,2022-04-01,Briefing,2022-04-01 21:19:35+00:00
What the War in Ukraine Means for the World’s Food Supply,https://www.nytimes.com/2022/03/01/opinion/what-the-war-in-ukraine-means-for-the-worlds-food-supply.html,2022-03-01,Opinion,2022-03-01 10:00:17+00:00
Ukraine Has Gained Ground. But It Has Much Farther to Go,https://www.nytimes.com/interactive/2023/09/20/world/europe/ukraine-war-counteroffensive-robotyne.html,2023-09-20,World,2023-09-20 09:01:18+00:00
Ukraine Claims It Shot Down Russia’s Most Sophisticated Missile for First Time,https://www.nytimes.com/2023/05/06/world/europe/ukraine-russia-war-patriot.html,2023-05-06,World,2023-05-06 09:56:21+00:00
"Russians, Risking Isolation in the South, Build Up for Ukrainian Attack",https://www.nytimes.com/2022/07/28/world/europe/ukraine-russia-counteroffensive-kherson.html,2022-07-28,World,2022-07-28 20:41:26+00:00
Russians Line Up Behind Putin,https://www.nytimes.com/2022/04/01/briefing/russia-ukraine-war-putin.html,2022-04-01,Briefing,2022-04-01 21:19:35+00:00
Congress Clears Bill to Allow Lending Arms to Ukraine,https://www.nytimes.com/2022/04/28/us/politics/ukraine-lend-lease-arms.html,2022-04-28,U.S.,2022-04-28 20:33:10+00:00
Russia-Ukraine talks come to nothing as bombardment of cities continues.,https://www.nytimes.com/2022/03/10/world/europe/here-are-the-latest-developments-ukraine.html,2022-03-11,World,2022-03-11 03:58:59+00:00
"Ukrainian Drones Target Moscow and a Russian Border Region, Officials Say",https://www.nytimes.com/2023/08/23/world/europe/russia-ukraine-drone-attack.html,2023-08-23,World,2023-08-23 07:17:13+00:00
Russian Pilot Who Defected to Ukraine Is Believed Dead in Spain,https://www.nytimes.com/2024/02/20/world/europe/russian-pilot-maksim-kuzminov-spain.html,2024-02-20,World,2024-02-20 18:28:02+00:00
"To Escape the War, Ukraine’s Factories Are Moving West",https://www.nytimes.com/2022/08/15/business/war-ukraine-factories.html,2022-08-15,Business Day,2022-08-15 16:52:05+00:00
Russia’s Thrust in Eastern Ukraine Combines Firepower and New Caution,https://www.nytimes.com/2022/04/19/world/europe/russia-ukraine-donbas-strategy.html,2022-04-19,World,2022-04-19 12:35:56+00:00
Zelensky Commends Ukraine’s Resistance During 6 Months of War,https://www.nytimes.com/video/world/europe/100000008501464/zelensky-ukraine-speech-russia-war.html,2022-08-24,World,2022-08-24 15:13:27+00:00
"Avdiivka, Longtime Stronghold for Ukraine, Falls to Russians",https://www.nytimes.com/2024/02/17/world/europe/ukraine-avdiivka-withdraw-despair.html,2024-02-17,World,2024-02-17 06:03:17+00:00
"As Russia and Ukraine Seek Gains on Front Line, U.S. and Allies Warn Moscow",https://www.nytimes.com/2022/10/23/world/europe/ukraine-russia-war.html,2022-10-23,World,2022-10-23 21:31:47+00:00
Fighting Around Ukrainian Nuclear Plant Heightens Safety Fears,https://www.nytimes.com/2022/08/06/world/europe/russia-ukraine-war-nuclear-plant.html,2022-08-06,World,2022-08-06 14:32:53+00:00
What Does It Mean to Provide ‘Security Guarantees’ to Ukraine?,https://www.nytimes.com/2023/01/10/world/europe/ukraine-russia-security-guarantees.html,2023-01-10,World,2023-01-10 10:00:24+00:00
Russia Puts Out New Video of Admiral Ukraine Claims to Have Killed,https://www.nytimes.com/2023/09/27/world/europe/russia-admiral-sokolov-video.html,2023-09-27,World,2023-09-27 11:26:42+00:00
Disaster Upon Disaster: Flood Deepens Misery in Ukraine War Zone,https://www.nytimes.com/2023/06/07/world/europe/ukraine-kherson-flooding.html,2023-06-07,World,2023-06-07 21:17:00+00:00
The U.S. says it won’t pressure Ukraine to negotiate an end to the war.,https://www.nytimes.com/2022/06/14/world/europe/us-will-not-push-ukraine-to-reach-a-cease-fire-a-top-pentagon-official-says.html,2022-06-14,World,2022-06-14 19:25:21+00:00
Russia says that a senior Chinese official expressed support for the invasion of Ukraine.,https://www.nytimes.com/2022/09/11/world/russia-says-that-a-senior-chinese-official-expressed-support-for-the-invasion-of-ukraine.html,2022-09-11,World,2022-09-11 05:29:18+00:00
"Exiled by Russian Bombs, a Ukrainian Soccer Team Embraces Its Journey",https://www.nytimes.com/2022/04/11/sports/soccer/ukraine-soccer-shakhtar-donetsk.html,2022-04-11,Sports,2022-04-11 06:05:10+00:00
Shortage of Artillery Ammunition Saps Ukrainian Frontline Morale,https://www.nytimes.com/2022/06/10/world/europe/ukraine-ammo-shortage-artillery.html,2022-06-10,World,2022-06-10 21:00:49+00:00
"Russia Attacks Ukrainian River Port, Injuring at Least 2",https://www.nytimes.com/2023/09/03/world/europe/ukraine-war-russia-odesa.html,2023-09-03,World,2023-09-03 08:31:49+00:00
"A new draft in Russia ‘is not being discussed,’ the Kremlin says.",https://www.nytimes.com/2022/09/13/world/europe/russia-ukraine-war-draft-putin.html,2022-09-13,World,2022-09-13 15:28:17+00:00
Why Vladimir Putin Invokes Nazis to Justify His Invasion of Ukraine,https://www.nytimes.com/2022/03/17/world/europe/ukraine-putin-nazis.html,2022-03-17,World,2022-03-17 22:53:43+00:00
Ukraine investigates after a video appears to show the beheading of a prisoner of war.,https://www.nytimes.com/2023/04/12/world/europe/ukraine-beheading-video-russia.html,2023-04-12,World,2023-04-12 16:36:55+00:00
"Citing a Chevron Tanker, Ukraine Seeks Tougher Restrictions at Russian Ports",https://www.nytimes.com/2022/03/16/climate/chevron-tanker-russia-oil-ukraine.html,2022-03-16,Climate,2022-03-16 09:00:21+00:00
‘Free Ukraine Street’: Russian Embassies Get Pointed New Addresses,https://www.nytimes.com/2022/03/10/world/europe/ukraine-russia-war-embassies-street-names.html,2022-03-10,World,2022-03-10 10:27:03+00:00
Ukraine Claims Some Battle Successes as Russia Focuses on Another Front,https://www.nytimes.com/2022/03/28/world/europe/irpin-donbas-poison.html,2022-03-28,World,2022-03-28 21:57:38+00:00
Proud Band of Ukrainian Troops Holds Russian Assault at Bay — for Now,https://www.nytimes.com/2022/03/06/world/europe/ukraine-beats-russia-mykolaiv.html,2022-03-07,World,2022-03-07 00:27:11+00:00
"Forces Battle for Ukraine City, as E.U. Ratchets Up Responses",https://www.nytimes.com/2022/05/31/world/europe/sievierodonetsk-eu-oil-embargo.html,2022-05-31,World,2022-05-31 21:21:22+00:00
Proud Band of Ukrainian Troops Holds Russian Assault at Bay — for Now,https://www.nytimes.com/2022/03/06/world/europe/ukraine-beats-russia-mykolaiv.html,2022-03-07,World,2022-03-07 00:27:11+00:00
"Ukraine says Russia is retaliating by hitting critical infrastructure, causing blackouts.",https://www.nytimes.com/2022/09/12/world/ukraine-power-blackout.html,2022-09-11,World,2022-09-11 20:43:18+00:00
Pentagon Blocks Sharing Evidence of Possible Russian War Crimes With Hague Court,https://www.nytimes.com/2023/03/08/us/politics/pentagon-war-crimes-hague.html,2023-03-08,U.S.,2023-03-08 18:43:30+00:00
Ukraine Disowns an Olympic Champion Who Skated in Russia,https://www.nytimes.com/2022/08/08/sports/olympics/viktor-petrenko-ukraine-skater.html,2022-08-08,Sports,2022-08-08 22:45:51+00:00
Pope Deplores the War in Ukraine but Not the Aggressor,https://www.nytimes.com/2022/03/18/world/europe/pope-francis-ukraine-russia-war.html,2022-03-18,World,2022-03-18 09:00:41+00:00
How Russia Is Using Ukrainians’ Hunger as a Weapon of War,https://www.nytimes.com/2022/03/29/world/europe/mariupol-ukraine-russia-war-food-water.html,2022-03-29,World,2022-03-29 15:25:45+00:00
Another casualty of Russia’s invasion: Ukraine’s ability to contain the coronavirus.,https://www.nytimes.com/2022/02/25/world/europe/ukraine-covid.html,2022-02-25,World,2022-02-25 00:45:10+00:00
"Putin Not ‘Fully Informed’ About War in Ukraine, Pentagon Says",https://www.nytimes.com/video/us/100000008280961/putin-misinformed-ukraine.html,2022-03-30,U.S.,2022-03-30 21:37:59+00:00
What the War in Ukraine Has Truly Cost Us,https://www.nytimes.com/2023/02/23/opinion/ukraine-war.html,2023-02-23,Opinion,2023-02-23 06:00:07+00:00
Russian Missile Barrage Cuts Power and Water Across Ukraine,https://www.nytimes.com/2022/11/23/world/europe/russia-ukraine-missiles-power.html,2022-11-24,World,2022-11-24 00:12:42+00:00
"Roger Waters of Pink Floyd weighs in on the war in Ukraine, again.",https://www.nytimes.com/2023/02/09/world/europe/pink-floyd-roger-waters-ukraine.html,2023-02-09,World,2023-02-09 20:58:18+00:00
"More Drones, Fewer Parks. Ukrainians Urge Spending Shift as War Drags On.",https://www.nytimes.com/2023/12/22/world/europe/ukraine-spending-war-russia.html,2023-12-22,World,2023-12-22 10:02:23+00:00
A pivotal showdown approaches in eastern Ukraine as more villages fall to Russia.,https://www.nytimes.com/2022/06/22/world/europe/more-eastern-villages-fall-to-russia-increasing-the-peril-for-ukrainian-forces.html,2022-06-22,World,2022-06-22 10:39:33+00:00
"Ukraine and Russia swap 202 prisoners, including soldiers who defended Mariupol.",https://www.nytimes.com/2023/02/17/world/europe/ukraine-and-russia-swap-202-prisoners-including-soldiers-who-defended-mariupol.html,2023-02-17,World,2023-02-17 06:10:06+00:00
Retreat in Ukraine’s Northeast Leaves Other Russian Territory Vulnerable,https://www.nytimes.com/2022/09/14/world/europe/russia-retreat-northeast.html,2022-09-14,World,2022-09-14 14:43:59+00:00
Ukraine prepares itself for the possibility of Russian aggression via Moldova and Belarus.,https://www.nytimes.com/2023/02/22/world/europe/russia-moldova-ukraine.html,2023-02-22,World,2023-02-22 17:50:45+00:00
China as Peacemaker in the Ukraine War? The U.S. and Europe Are Skeptical.,https://www.nytimes.com/2023/03/19/us/politics/russia-china-putin-xi.html,2023-03-19,U.S.,2023-03-19 09:00:05+00:00
​​How Russia Pays for War,https://www.nytimes.com/interactive/2022/10/30/business/economy/russia-trade-ukraine-war.html,2022-10-31,Business Day,2022-10-31 00:56:54+00:00
The Untold Story of ‘Russiagate’ and the Road to War in Ukraine,https://www.nytimes.com/2022/11/02/magazine/russiagate-paul-manafort-ukraine-war.html,2022-11-02,Magazine,2022-11-02 09:00:21+00:00
Western Nations Rush Defensive Systems to Ukraine to Counter Russian Missiles,https://www.nytimes.com/2022/10/12/world/europe/ukraine-russia-missile-defense.html,2022-10-12,World,2022-10-12 22:34:52+00:00
Ukraine Fights to Reclaim Territory as Russia Holds Annexation Referendums,https://www.nytimes.com/2022/09/24/world/europe/annexation-fighting-war-russia-war-ukraine.html,2022-09-24,World,2022-09-24 21:06:57+00:00
No One Can Hide From This Weapon in the War in Ukraine,https://www.nytimes.com/2022/05/30/opinion/drones-ukraine-war.html,2022-05-30,Opinion,2022-05-30 09:00:29+00:00
"Ukraine War Shifts the Agenda in Congress, Empowering the Center",https://www.nytimes.com/2022/03/15/us/politics/ukraine-politics-congress.html,2022-03-15,U.S.,2022-03-15 18:22:53+00:00
U.S. to Lift Tariffs on Ukrainian Steel,https://www.nytimes.com/2022/05/09/us/politics/ukraine-steel-tariffs.html,2022-05-09,U.S.,2022-05-09 15:01:52+00:00
Banksy Unveils Mural in War-Torn Ukrainian Town,https://www.nytimes.com/2022/11/12/world/europe/banksy-mural-ukraine.html,2022-11-12,World,2022-11-12 22:38:40+00:00
Global leaders condemn planned referendums in Russian-occupied parts of Ukraine.,https://www.nytimes.com/2022/09/21/world/europe/global-leaders-condemn-planned-referendums-in-russian-occupied-parts-of-ukraine.html,2022-09-21,World,2022-09-21 05:42:23+00:00
"After Russia Invaded Ukraine, a U.S. Nonprofit Shifted Its Mission",https://www.nytimes.com/2022/03/30/us/politics/ukraine-spirit-of-america-aid.html,2022-03-30,U.S.,2022-03-30 11:35:46+00:00
"In Ukraine’s Slowed-Down War, Death Comes as Quickly as Ever",https://www.nytimes.com/2023/11/20/world/europe/ukrainian-soldiers-stalemate-avdiivka.html,2023-11-20,World,2023-11-20 10:02:46+00:00
"A Refuge for Russians and Ukrainians, Bali Rethinks Its Open-Door Policy",https://www.nytimes.com/2023/03/24/world/asia/russia-ukraine-bali-visa.html,2023-03-24,World,2023-03-24 09:00:40+00:00
"At U.S. Base in Germany, Ukraine’s Military Conducts War Games",https://www.nytimes.com/2023/03/02/world/europe/ukraine-us-wargames-germany.html,2023-03-03,World,2023-03-03 01:13:19+00:00
‘A Frightening Repeat’: Ukrainian World War II Survivors Face Conflict Again,https://www.nytimes.com/2022/03/24/world/ukranian-ww2-survivors.html,2022-03-24,World,2022-03-24 09:00:36+00:00
There is no sign of a Russian ‘pause’ for one Ukrainian town under fire.,https://www.nytimes.com/2022/07/09/world/europe/there-is-no-sign-of-a-russian-pause-for-one-ukrainian-town-under-fire.html,2022-07-08,World,2022-07-08 18:58:02+00:00
Biden Reaffirms Support for Ukraine Amid Concerns About Russia-Iran Ties,https://www.nytimes.com/2023/02/24/us/politics/biden-ukraine-russia.html,2023-02-25,U.S.,2023-02-25 00:13:51+00:00
Ukraine Tries to Seize Momentum With Claims of Counteroffensive,https://www.nytimes.com/2022/03/24/world/ukraine-counteroffensive-russia-war.html,2022-03-24,World,2022-03-24 21:20:12+00:00
How Does It End? A Way Out of the Ukraine War Proves Elusive.,https://www.nytimes.com/2022/03/13/us/politics/russia-ukraine-us-endgame.html,2022-03-13,U.S.,2022-03-13 22:09:10+00:00
"Russia Adopts ‘Scorched Earth’ Tactics in Bakhmut, a Ukrainian Commander Says",https://www.nytimes.com/2023/04/10/world/europe/russia-bakhmut-scorched-earth-ukraine.html,2023-04-10,World,2023-04-10 10:56:38+00:00
The Energy War Escalates,https://www.nytimes.com/2022/07/20/briefing/russia-ukraine-war-energy-eu.html,2022-07-20,Briefing,2022-07-20 22:18:48+00:00
"Russia Adopts ‘Scorched Earth’ Tactics in Bakhmut, a Ukrainian Commander Says",https://www.nytimes.com/2023/04/10/world/europe/russia-bakhmut-scorched-earth-ukraine.html,2023-04-10,World,2023-04-10 10:56:38+00:00
"Moscow Pounds Regions in Eastern Ukraine, Then Declares Them Part of Russia",https://www.nytimes.com/2022/09/30/world/europe/russian-strikes-ukraine.html,2022-09-30,World,2022-09-30 20:00:20+00:00
"Struggling in Ukraine’s East, Russian Forces Strike in Kyiv",https://www.nytimes.com/2022/06/05/world/europe/ukraine-russia-war-kyiv.html,2022-06-05,World,2022-06-05 22:07:46+00:00
Ukraine and Russia Renew a Deal to Allow Ukraine to Ship Grain,https://www.nytimes.com/2023/05/17/world/europe/ukraine-russia-grain-black-sea.html,2023-05-17,World,2023-05-17 21:00:07+00:00
"To Push Back Russians, Ukrainians Hit a Village With Cluster Munitions",https://www.nytimes.com/2022/04/18/world/europe/ukraine-forces-cluster-munitions.html,2022-04-18,World,2022-04-18 12:17:20+00:00
100 Days of War,https://www.nytimes.com/2022/06/03/briefing/russia-ukraine-war-100days-dissent.html,2022-06-03,Briefing,2022-06-03 21:41:57+00:00
Russian Shelling Kills 6 as Assault Stalls in Ukraine’s East,https://www.nytimes.com/2023/04/02/world/europe/ukraine-russia-un-security-council.html,2023-04-02,World,2023-04-02 08:04:29+00:00
100 Days of War,https://www.nytimes.com/2022/06/03/briefing/russia-ukraine-war-100days-dissent.html,2022-06-03,Briefing,2022-06-03 21:41:57+00:00
"Using Nuclear Reactors for Cover, Russians Lob Rockets at Ukrainians",https://www.nytimes.com/2022/08/01/world/europe/ukraine-south-counteroffensive-nuclear.html,2022-08-01,World,2022-08-01 04:01:10+00:00
"Ukraine Calls for Evacuations From a Russian-Controlled Area, Signaling a New Offensive",https://www.nytimes.com/2022/12/03/world/europe/ukraine-kherson-evacuation.html,2022-12-03,World,2022-12-03 12:28:56+00:00
"France and Germany Stand With Ukraine, and Putin Can Wait",https://www.nytimes.com/2022/06/16/world/europe/zelensky-macron-sholz-ukraine.html,2022-06-16,World,2022-06-16 22:33:17+00:00
"Ukraine Launches Rare Missile Strikes in Russia, Moscow Says",https://www.nytimes.com/2023/07/28/world/europe/missiles-ukraine-russia-taganrog.html,2023-07-28,World,2023-07-28 21:58:12+00:00
"Ukraine Launches Rare Missile Strikes in Russia, Moscow Says",https://www.nytimes.com/2023/07/28/world/europe/missiles-ukraine-russia-taganrog.html,2023-07-28,World,2023-07-28 21:58:12+00:00
Clergymen or Spies? Churches Become Tools of War in Ukraine,https://www.nytimes.com/2022/12/31/world/europe/orthodox-church-ukraine-russia.html,2022-12-31,World,2022-12-31 10:00:30+00:00
Shelling of Ukraine Nuclear Plant Raising Fears and Outrage,https://www.nytimes.com/2022/08/12/world/europe/ukraine-russia-nuclear-plant.html,2022-08-12,World,2022-08-12 23:00:13+00:00
Macron criticizes the ‘hypocrisy’ of some African leaders on the Ukraine war.,https://www.nytimes.com/2022/07/28/world/europe/macron-criticizes-the-hypocrisy-of-some-african-leaders-on-the-ukraine-war.html,2022-07-27,World,2022-07-27 19:10:43+00:00
Here’s how the grain deal between Ukraine and Russia worked.,https://www.nytimes.com/2022/10/29/world/europe/grain-deal-russia-ukraine.html,2022-10-29,World,2022-10-29 18:25:46+00:00
The U.K. moves to use frozen Russian assets to help Ukraine rebuild.,https://www.nytimes.com/2023/06/20/business/economy/uk-russia-assets-ukraine.html,2023-06-20,Business Day,2023-06-20 13:22:45+00:00
"In Wave of Strikes, Russian Missiles Kill 12 Across Ukraine",https://www.nytimes.com/2023/01/26/world/europe/russia-ukraine-missile-strikes.html,2023-01-27,World,2023-01-27 00:00:09+00:00
"Russia’s War Lacks a Battlefield Commander, U.S. Officials Say",https://www.nytimes.com/2022/03/31/us/politics/russia-military-ukraine.html,2022-03-31,U.S.,2022-03-31 23:02:18+00:00
Ukraine’s top diplomat tries to counter Russia’s narrative on Africa tour.,https://www.nytimes.com/2022/10/04/world/africa/kuleba-africa-tour.html,2022-10-04,World,2022-10-04 17:35:08+00:00
L.G.B.T.Q. activists in Ukraine share the fight against Russia’s invasion.,https://www.nytimes.com/2022/03/17/world/russia-ukraine-queer-activists.html,2022-03-17,World,2022-03-17 19:04:46+00:00
"Ukraine Is Advancing, and Russia Is Retreating, but President Zelensky Has a Big Problem",https://www.nytimes.com/2022/11/17/opinion/ukraine-economy-putin-war.html,2022-11-17,Opinion,2022-11-17 10:00:13+00:00
He returned a dazed soldier to the Russians. Ukraine calls it treason.,https://www.nytimes.com/2022/12/05/world/europe/he-returned-a-dazed-soldier-to-the-russians-ukraine-calls-it-treason.html,2022-12-05,World,2022-12-05 10:40:06+00:00
"Outnumbered and Worn Out, Ukrainians in East Brace for Russian Assault",https://www.nytimes.com/2023/02/06/world/europe/ukraine-russia-offensive.html,2023-02-06,World,2023-02-06 17:05:57+00:00
"One of Europe’s Largest Retailers, Still in Russia, Angers Its Ukraine Workers",https://www.nytimes.com/2022/03/25/business/leroy-merlin-ukraine-russia.html,2022-03-25,Business Day,2022-03-25 07:00:11+00:00
Tanks Alone Won’t Turn the Tide of the War in Ukraine,https://www.nytimes.com/2023/01/27/us/politics/tanks-ukraine.html,2023-01-27,U.S.,2023-01-27 22:17:16+00:00
‘Like a Weapon’: Ukrainians Use Social Media to Stir Resistance,https://www.nytimes.com/2022/03/25/world/europe/ukraine-war-social-media.html,2022-03-25,World,2022-03-25 15:21:37+00:00
"Xi and Putin Bind China and Russia’s Economies Further, Despite War in Ukraine",https://www.nytimes.com/2023/03/21/world/europe/xi-putin-russia-china-ukraine.html,2023-03-21,World,2023-03-21 23:00:13+00:00
Pentagon Sends U.S. Arms Stored in Israel to Ukraine,https://www.nytimes.com/2023/01/17/us/politics/ukraine-israel-weapons.html,2023-01-17,U.S.,2023-01-17 23:48:21+00:00
U.S. Says Russians Discussed Tactical Nukes,https://www.nytimes.com/2022/11/02/briefing/russia-ukraine-war-us-nuclear.html,2022-11-02,Briefing,2022-11-02 20:42:30+00:00
"Ukrainian Soldiers, Nearly Encircled, Push Russians Back",https://www.nytimes.com/2023/03/06/world/europe/ukraine-bakhmut-battle.html,2023-03-06,World,2023-03-06 08:00:19+00:00
U.S. Says Russians Discussed Tactical Nukes,https://www.nytimes.com/2022/11/02/briefing/russia-ukraine-war-us-nuclear.html,2022-11-02,Briefing,2022-11-02 20:42:30+00:00
Putin’s War on Ukraine Is About Ethnicity and Empire,https://www.nytimes.com/2022/03/16/world/europe/putin-war-ukraine-recolonization.html,2022-03-16,World,2022-03-16 11:29:57+00:00
Ukraine War Tests the Power of Tech Giants,https://www.nytimes.com/2022/02/28/technology/ukraine-russia-social-media.html,2022-02-28,Technology,2022-02-28 22:39:17+00:00
"The War in Ukraine Will End, and That’s When We’ll See the True Tensions in Europe",https://www.nytimes.com/2022/11/08/opinion/europe-ukraine-eu.html,2022-11-08,Opinion,2022-11-08 06:00:06+00:00
E.U. Moves to Tap Frozen Russian Assets to Help Ukraine,https://www.nytimes.com/2023/12/12/business/eu-russia-frozen-assets-ukraine.html,2023-12-12,Business Day,2023-12-12 17:37:37+00:00
How War in Ukraine Roiled Facebook and Instagram,https://www.nytimes.com/2022/03/30/technology/ukraine-russia-facebook-instagram.html,2022-03-30,Technology,2022-03-30 09:00:19+00:00
Pope Speaks of Ukraine’s Suffering on ‘an Easter of War’,https://www.nytimes.com/2022/04/17/world/europe/pope-francis-easter-ukraine.html,2022-04-17,World,2022-04-17 15:40:22+00:00
Russia Targets Ukraine’s Capital With Barrage of Drones,https://www.nytimes.com/2023/09/10/world/europe/russia-ukraine-kyiv-drones.html,2023-09-10,World,2023-09-10 10:09:45+00:00
"As Russian forces mount an offensive, Ukrainians in Kupiansk fear a second occupation.",https://www.nytimes.com/2023/08/14/world/europe/as-russian-forces-mount-an-offensive-ukrainians-in-kupiansk-fear-a-second-occupation.html,2023-08-14,World,2023-08-14 11:25:29+00:00
"As Russian forces mount an offensive, Ukrainians in Kupiansk fear a second occupation.",https://www.nytimes.com/2023/08/14/world/europe/as-russian-forces-mount-an-offensive-ukrainians-in-kupiansk-fear-a-second-occupation.html,2023-08-14,World,2023-08-14 11:25:29+00:00
Russia Shuffles Command in Ukraine as Thousands Flee the East,https://www.nytimes.com/2022/04/09/world/europe/russia-ukraine-general-kramatorsk.html,2022-04-09,World,2022-04-09 15:14:43+00:00
"Russia Stops Ukraine Grain Deal, Shaking World Food Markets",https://www.nytimes.com/2023/07/17/world/europe/ukraine-grain-deal-russia-war.html,2023-07-17,World,2023-07-17 21:03:46+00:00
"Russia Lashes Out in Ukraine, Raising Question of What’s Next",https://www.nytimes.com/2022/10/06/world/europe/russia-war-ukraine.html,2022-10-06,World,2022-10-06 23:00:09+00:00
Russia is replicating Iranian drones and using them to attack Ukraine.,https://www.nytimes.com/2023/08/14/world/russia-is-replicating-iranian-drones-and-using-them-to-attack-ukraine.html,2023-08-14,World,2023-08-14 08:43:09+00:00
"For Western Weapons, the Ukraine War Is a Beta Test",https://www.nytimes.com/2022/11/15/world/europe/ukraine-weapons.html,2022-11-15,World,2022-11-15 05:01:08+00:00
Ukraine is sending reinforcements after the Russians surrounded Bakhmut on three sides.,https://www.nytimes.com/2023/03/01/world/europe/ukraine-bakhmut.html,2023-03-01,World,2023-03-01 14:38:15+00:00
Ukrainian Teenager Who Fled War Will Play at Carnegie Hall,https://www.nytimes.com/2022/11/18/arts/music/ukrainian-teenager-carnegie-hall.html,2022-11-18,Arts,2022-11-18 20:48:23+00:00
Dueling Aerial Assaults Hit Ukraine and Russia,https://www.nytimes.com/2023/08/30/world/europe/ukraine-russia-drone-missile-attacks.html,2023-08-30,World,2023-08-30 22:25:41+00:00
Western leaders warn that the war in Ukraine could last years.,https://www.nytimes.com/2022/06/19/world/europe/ukraine-war-stoltenberg-johnson.html,2022-06-19,World,2022-06-19 06:58:40+00:00
Former Ukrainian Lawmaker Who Defected Is Killed Near Moscow,https://www.nytimes.com/2023/12/06/world/europe/illia-kyva-ukrainian-lawmaker-killed.html,2023-12-06,World,2023-12-06 19:37:20+00:00
Theaters of War That Make Up the Fighting in Ukraine,https://www.nytimes.com/2023/09/11/world/europe/ukraine-counteroffensive-russia-war.html,2023-09-11,World,2023-09-11 09:02:08+00:00
Ukraine takes its case against Russia to the U.N.’s highest court.,https://www.nytimes.com/2022/03/07/world/europe/icj-united-nations-ukraine-russia.html,2022-03-07,World,2022-03-07 15:17:56+00:00
The Pentagon says it has helped Ukraine thwart Russian cyberattacks.,https://www.nytimes.com/2022/12/19/world/europe/ukraine-cyber-national-mission-force.html,2022-12-19,World,2022-12-19 21:37:24+00:00
Crisis in Russia,https://www.nytimes.com/2023/06/24/briefing/russia-wagner-prigozhin.html,2023-06-24,Briefing,2023-06-24 11:20:09+00:00
Russia’s Attacks on Civilian Targets Have Obliterated Everyday Life in Ukraine,https://www.nytimes.com/interactive/2022/03/23/world/europe/ukraine-civilian-attacks.html,2022-03-23,World,2022-03-23 09:00:01+00:00
E.U. Bans Most Russian Oil,https://www.nytimes.com/2022/05/31/briefing/russia-ukraine-war-eu-oil-embargo-dvornikov.html,2022-05-31,Briefing,2022-05-31 22:38:51+00:00
"As Tanks Rolled Into Ukraine, So Did Malware. Then Microsoft Entered the War.",https://www.nytimes.com/2022/02/28/us/politics/ukraine-russia-microsoft.html,2022-03-01,U.S.,2022-03-01 00:50:58+00:00
President Zelensky Makes His Case for Ukraine to the Russian People,https://www.nytimes.com/2022/03/11/magazine/president-zelensky-russian-propaganda.html,2022-03-11,Magazine,2022-03-11 20:46:06+00:00
Ukraine’s Eurovision entry goes on tour to help fund the war effort.,https://www.nytimes.com/2022/04/07/world/europe/ukraine-eurovision.html,2022-04-07,World,2022-04-07 06:57:15+00:00
"Biden Bans Oil Imports From Russia, Calling It a ‘Blow to Putin’s War Machine’",https://www.nytimes.com/2022/03/08/us/politics/biden-oil-ban-russia-ukraine-putin.html,2022-03-09,U.S.,2022-03-09 00:50:11+00:00
"Biden Bans Oil Imports From Russia, Calling It a ‘Blow to Putin’s War Machine’",https://www.nytimes.com/2022/03/08/us/politics/biden-oil-ban-russia-ukraine-putin.html,2022-03-09,U.S.,2022-03-09 00:50:11+00:00
NATO Accuses Russia of Using Cluster Bombs in Ukraine,https://www.nytimes.com/2022/03/04/world/europe/nato-ukraine-russia-cluster-bombs.html,2022-03-04,World,2022-03-04 19:45:53+00:00
Four Ukrainian Children Abducted to Russia Return Home After Qatar Intervention,https://www.nytimes.com/2023/10/16/world/europe/ukraine-children-abducted-russia-qatar.html,2023-10-16,World,2023-10-16 12:56:56+00:00
Ukraine’s Children With Special Needs Suffer the ‘Huge Pressure’ of War,https://www.nytimes.com/2023/11/21/world/europe/ukraine-war-special-needs-children-trauma.html,2023-11-21,World,2023-11-21 05:01:33+00:00
"In the Ukraine war, talking about peace is a fight of its own.",https://www.nytimes.com/2023/03/02/world/europe/in-the-ukraine-war-talking-about-peace-is-a-fight-of-its-own.html,2023-03-02,World,2023-03-02 09:22:26+00:00
Blast on Crimean Bridge Deals Blow to Russian War Effort in Ukraine,https://www.nytimes.com/2022/10/08/world/europe/ukraine-crimea-bridge-explosion.html,2022-10-09,World,2022-10-09 00:30:12+00:00
